Age,Gender,Race,Education Level,Industry,Weekly Hours Worked,Salary (ZAR),Rent (ZAR),Transport (ZAR),Groceries (ZAR),Debt Repayment (ZAR),Savings (ZAR),Entertainment (ZAR),Total Expenses (ZAR),Debt-to-Income Ratio (%),Debt Risk Level
30,Male,White,High School,Retail,40,5465,2039.26,725.82,935.37,278.48,835.66,876.89,4855.82,5.1,Very Low Risk
31,Female,Black African,Master's,IT,30,43779,17332.7,6103.65,8107.25,9547.29,2963.01,7174.75,48265.64,21.81,Moderate Risk
26,Female,Black African,Diploma,IT,30,18788,5905.49,2405.5,2916.0,1376.01,2258.96,3222.54,15825.54,7.32,Very Low Risk
32,Female,Black African,Diploma,Education,20,13778,4929.76,1927.69,2297.33,1694.07,2250.44,2740.36,13589.2,12.3,Very Low Risk
27,Female,Black African,High School,IT,45,26865,10600.14,2696.29,4846.41,4659.07,5678.54,4157.93,26959.83,17.34,Low Risk
24,Female,Black African,Diploma,Healthcare,30,9823,3402.42,1359.93,1725.73,1915.72,2339.55,1480.52,9884.32,19.5,Low Risk
26,Male,Black African,Bachelor's,Retail,40,9847,3828.83,1200.25,1512.99,912.88,967.06,1682.32,9137.27,9.27,Very Low Risk
32,Female,Black African,High School,Mining,40,17916,5393.7,2304.06,3328.86,9948.73,2162.74,2697.22,23672.57,55.53,Critical Risk
29,Male,Black African,Bachelor's,Education,45,12866,5075.83,1858.87,2171.05,1879.73,1362.54,1991.33,12976.81,14.61,Very Low Risk
27,Female,Black African,High School,Construction,45,10045,3064.33,1394.04,1975.73,1351.7,634.06,1698.79,9484.57,13.46,Very Low Risk
25,Male,Black African,Master's,Construction,40,22712,6947.2,3010.36,3719.15,8342.22,3760.65,4098.88,26117.8,36.73,High Risk
23,Male,Black African,PhD,Education,50,13275,4461.51,1425.04,2642.09,4476.37,2695.88,2281.16,15286.16,33.72,High Risk
35,Female,White,High School,Finance,40,26487,10162.63,2982.6,5135.39,9581.69,6000.27,4426.72,32289.02,36.18,Critical Risk
30,Female,Black African,High School,Mining,45,21837,6739.93,2563.89,4084.33,3282.38,3202.49,4032.82,20703.35,15.03,Low Risk
34,Male,Black African,Diploma,Healthcare,45,7546,2964.68,1106.91,1215.16,2471.7,687.25,1325.19,9083.64,32.76,Critical Risk
33,Female,Indian/Asian,High School,Construction,45,8418,2713.05,1167.65,1544.25,434.69,1812.19,1326.94,7186.58,5.16,Very Low Risk
22,Male,Black African,Diploma,Education,40,7951,2424.58,994.1,1253.86,2322.01,1531.36,1356.18,8350.72,29.2,Moderate Risk
22,Male,Black African,High School,Retail,45,7115,2535.55,981.51,1281.38,2947.65,1439.07,1402.8,9148.89,41.43,Critical Risk
34,Female,Black African,Diploma,Mining,40,11015,4217.95,1246.38,2036.37,2507.58,780.89,1955.58,11963.85,22.77,Moderate Risk
25,Male,Black African,High School,Mining,40,29894,11874.91,3213.34,4978.42,1561.4,4305.2,4951.69,26579.77,5.22,Very Low Risk
28,Female,Black African,High School,Construction,30,7705,2494.1,996.59,1538.73,3279.3,403.94,1248.69,9557.41,42.56,Critical Risk
22,Male,Black African,High School,Education,40,23317,8973.83,2827.08,3599.44,4371.91,5530.49,3845.21,23617.47,18.75,Low Risk
30,Female,White,Diploma,Mining,40,18479,5805.72,2271.88,3327.45,6619.42,2718.0,3506.57,21531.04,35.82,High Risk
25,Female,Black African,Diploma,Finance,30,26655,9992.38,2892.03,4959.02,4076.89,1990.73,4772.49,26692.81,15.3,Low Risk
24,Male,Black African,High School,Retail,40,3009,912.51,355.67,472.99,755.51,515.03,479.45,2976.13,25.11,Low Risk
22,Male,Black African,Diploma,IT,30,17326,5870.18,2577.21,3378.42,7445.84,3674.5,2752.72,22024.37,42.97,Critical Risk
31,Female,Black African,Bachelor's,Retail,40,10061,3834.69,1045.8,1792.34,4379.05,895.28,1586.48,12638.35,43.52,Critical Risk
25,Female,Black African,High School,Construction,45,8703,2722.92,1298.46,1724.84,1772.62,1631.22,1650.52,9169.37,20.37,Moderate Risk
30,Male,Black African,Bachelor's,Education,40,29695,10693.0,3870.89,5140.83,16955.0,2189.81,5623.82,42283.53,57.1,Critical Risk
34,Female,Black African,Diploma,Mining,50,35413,13561.77,4271.97,6983.09,14907.63,6420.45,5796.49,45520.94,42.1,Critical Risk
35,Male,Black African,High School,Retail,45,5875,1884.21,588.08,1048.35,2336.33,1116.94,979.5,6836.47,39.77,High Risk
31,Male,Black African,High School,IT,40,14842,5643.66,1808.68,2389.36,8084.22,2531.19,2813.96,20739.89,54.47,Critical Risk
27,Female,Coloured,Diploma,Finance,40,14340,4741.17,1755.61,2467.47,2963.4,3375.37,2772.78,14700.43,20.67,Moderate Risk
27,Male,Black African,Bachelor's,Retail,40,8593,2923.47,960.64,1480.97,788.65,1212.22,1393.03,7546.76,9.18,Very Low Risk
22,Female,White,High School,Retail,40,3000,1125.34,428.63,582.72,1137.39,441.36,489.08,3763.17,37.91,Critical Risk
31,Female,Black African,PhD,Finance,50,46292,17698.4,5498.36,8157.05,6585.02,3610.25,7792.65,45731.47,14.22,Very Low Risk
23,Female,Black African,Diploma,Finance,20,13306,4394.09,1404.52,2537.2,2813.38,1753.54,2528.62,13677.8,21.14,Moderate Risk
32,Female,Black African,High School,Education,40,5842,1881.35,830.38,1116.0,1379.99,1187.76,896.24,6103.97,23.62,Moderate Risk
27,Female,White,High School,Mining,40,27239,9694.97,3617.93,4777.03,15861.35,1445.72,5230.74,39182.01,58.23,Critical Risk
23,Female,Black African,High School,Mining,50,26898,9618.84,2759.4,4168.69,13728.24,2724.23,5107.44,35382.62,51.04,Critical Risk
24,Female,Black African,Diploma,Education,50,26014,8033.74,2696.73,4949.75,9605.72,3101.32,4398.7,29684.65,36.93,High Risk
25,Female,Black African,Diploma,Finance,50,34129,12175.3,5076.38,6723.31,16954.79,8514.41,5563.29,46493.07,49.68,Critical Risk
32,Female,Black African,Bachelor's,IT,50,16336,5940.05,2342.25,3247.71,5110.66,4051.63,2681.16,19321.82,31.28,High Risk
26,Male,Black African,Bachelor's,Mining,40,49916,15465.57,7193.04,8139.26,12895.32,7622.01,9239.2,52932.39,25.83,Moderate Risk
30,Female,Black African,High School,IT,40,32512,12408.17,3408.53,5109.95,2130.41,6025.34,5804.55,28861.6,6.55,Very Low Risk
33,Female,Coloured,Diploma,Finance,30,27380,9585.97,2906.59,4307.42,14438.83,3541.0,4786.78,36025.6,52.73,Critical Risk
25,Female,Black African,High School,Retail,45,7623,2745.05,1138.58,1403.8,2971.62,407.91,1430.54,9689.6,38.98,Critical Risk
34,Female,Black African,High School,Education,40,12322,4335.87,1843.07,2428.9,2014.83,1511.39,2049.01,12671.68,16.35,Low Risk
32,Female,Black African,Bachelor's,Construction,40,20912,7281.78,2579.9,3223.17,11364.68,1433.81,3891.74,28341.28,54.35,Critical Risk
30,Female,Black African,High School,Finance,20,13092,4318.83,1787.61,2266.38,2594.5,974.5,2336.89,13304.2,19.82,Low Risk
32,Male,Black African,Bachelor's,Finance,20,22791,7671.04,3118.27,4233.45,10274.28,2022.49,3531.51,28828.54,45.08,Critical Risk
31,Female,Black African,Master's,Healthcare,20,30644,11374.06,4581.32,5836.1,14462.77,7251.98,6006.75,42261.01,47.2,Critical Risk
24,Male,Black African,Diploma,Finance,45,10611,3853.41,1474.85,1834.07,5224.41,2004.05,2025.68,14412.42,49.24,Critical Risk
29,Female,Indian/Asian,High School,Mining,40,16853,6078.23,1955.38,2531.87,8110.38,3349.74,2663.91,21339.77,48.12,Critical Risk
33,Female,Black African,High School,Construction,45,12540,4769.32,1666.53,1963.3,5602.93,1121.89,1938.04,15940.12,44.68,Critical Risk
22,Male,Black African,High School,Retail,40,4709,1665.76,584.79,725.24,1744.42,971.05,773.57,5493.78,37.04,High Risk
32,Male,Black African,Diploma,IT,30,36902,12182.7,4506.16,6517.96,12221.65,5462.73,5608.13,41036.59,33.12,High Risk
30,Female,Black African,Bachelor's,Healthcare,30,24609,8844.51,3045.31,4573.84,2485.44,5472.45,4794.49,23743.59,10.1,Very Low Risk
30,Male,Coloured,Diploma,Construction,50,4179,1579.08,606.07,782.42,254.02,510.55,786.56,4008.16,6.08,Very Low Risk
31,Male,Black African,Bachelor's,Education,40,31775,12335.48,3717.73,5288.39,3646.83,2817.75,6226.74,31215.17,11.48,Very Low Risk
23,Female,Coloured,Bachelor's,Mining,40,54621,19081.64,7267.26,8806.03,23429.09,13342.22,8887.55,67471.57,42.89,Critical Risk
25,Male,Black African,Bachelor's,Retail,40,6568,2205.18,976.2,1145.36,447.78,1358.07,1000.71,5775.23,6.82,Very Low Risk
34,Female,Black African,High School,Construction,40,10260,3949.55,1196.0,1793.81,3236.36,2529.67,1597.93,11773.66,31.54,High Risk
29,Female,Black African,Bachelor's,IT,30,20521,7022.81,2767.89,3971.86,3240.11,4665.99,3193.42,20196.09,15.79,Low Risk
28,Male,Black African,Diploma,Retail,45,5089,2017.6,544.23,981.7,728.67,961.52,766.43,5038.63,14.32,Very Low Risk
22,Male,Black African,High School,Mining,50,20241,6946.6,2892.33,3204.78,4242.58,2567.36,3188.64,20474.93,20.96,Moderate Risk
26,Female,Coloured,PhD,Education,40,42552,16963.01,6027.99,6530.71,16155.66,7384.33,6916.83,52594.2,37.97,Critical Risk
28,Female,Black African,Master's,Education,40,10728,3323.81,1185.48,1847.75,2749.25,1808.39,1922.97,11029.27,25.63,Moderate Risk
25,Female,Black African,Diploma,Retail,30,3360,1123.91,352.58,601.93,818.02,244.83,670.28,3566.72,24.35,Moderate Risk
22,Female,Black African,Bachelor's,Finance,20,14424,4727.73,1533.85,2838.47,2479.57,2275.86,2794.55,14374.17,17.19,Low Risk
30,Female,Black African,High School,Retail,45,6598,2635.1,955.55,1280.62,2047.92,1277.43,1081.49,8000.68,31.04,Critical Risk
35,Male,Black African,Diploma,Finance,40,34195,13194.7,4246.82,6518.07,16461.47,2120.82,6717.52,47138.58,48.14,Critical Risk
26,Male,Black African,High School,Construction,50,13060,4882.11,1794.9,2578.76,3394.43,2699.73,2558.35,15208.57,25.99,Moderate Risk
32,Male,Black African,Diploma,Education,20,8023,3143.16,997.69,1485.6,1017.91,641.89,1449.21,8093.58,12.69,Very Low Risk
23,Male,Black African,Diploma,Mining,40,14154,5542.21,2032.69,2236.29,5164.37,2381.04,2626.11,17601.66,36.49,Critical Risk
29,Female,Black African,High School,Healthcare,50,13886,4441.56,1711.85,2698.95,6912.51,728.09,2180.5,17945.37,49.78,Critical Risk
32,Female,Black African,Diploma,Finance,40,25877,8646.16,3710.1,4787.23,9536.15,4107.73,4712.97,31392.61,36.85,Critical Risk
34,Male,Coloured,High School,Education,40,20904,6371.99,2372.95,3938.78,1543.1,1258.97,4059.95,18286.78,7.38,Very Low Risk
23,Female,Black African,High School,Construction,30,5750,1902.41,593.29,1020.78,1929.13,307.99,979.26,6424.87,33.55,High Risk
24,Male,Black African,High School,Retail,20,5489,2038.47,627.63,1047.83,917.01,909.7,940.75,5571.7,16.71,Low Risk
35,Male,Black African,Diploma,Education,50,21349,7926.86,2793.24,3308.33,6823.61,1980.43,3217.5,24069.54,31.96,High Risk
31,Female,White,High School,Retail,40,5373,1850.86,769.17,994.48,1231.65,880.83,1025.27,5871.43,22.92,Moderate Risk
22,Male,Indian/Asian,High School,Retail,50,7464,2365.15,847.74,1281.4,1250.56,1371.04,1344.71,7089.57,16.75,Low Risk
32,Male,Coloured,High School,Education,40,16682,5080.25,1733.43,2663.97,3607.15,2502.67,3184.49,16269.29,21.62,Low Risk
23,Male,Black African,High School,Mining,50,10495,3409.85,1276.59,1785.18,1164.9,740.61,1738.53,9375.06,11.1,Very Low Risk
35,Male,Black African,Diploma,IT,45,52676,16239.82,7718.43,10169.62,22794.73,10559.61,8394.95,65317.54,43.27,Critical Risk
28,Female,Coloured,Master's,Retail,40,10386,4144.4,1264.15,1676.89,1816.74,1316.46,1967.75,10869.92,17.49,Low Risk
31,Female,Black African,High School,Retail,40,4054,1275.6,470.49,738.15,464.21,791.28,701.56,3650.02,11.45,Very Low Risk
23,Male,Black African,Diploma,Finance,50,26455,10084.93,3562.42,4976.5,12829.37,4644.34,4548.79,36002.01,48.5,Critical Risk
27,Male,White,High School,Healthcare,45,11252,3794.91,1359.85,1872.66,695.93,1287.27,2215.22,9938.58,6.18,Very Low Risk
24,Female,Black African,High School,Education,45,15729,5692.65,2122.66,2567.66,5192.31,3774.1,2879.33,18454.61,33.01,High Risk
25,Female,Black African,High School,Retail,40,3000,1061.27,318.01,553.61,817.57,518.05,532.67,3283.13,27.25,Moderate Risk
32,Male,Black African,Master's,Construction,20,11168,3413.17,1372.32,1724.63,2058.97,994.6,2058.07,10627.15,18.44,Low Risk
34,Male,Black African,Diploma,Mining,45,21537,8413.8,2240.82,3830.38,5779.97,2084.9,3614.52,23879.49,26.84,Moderate Risk
29,Female,Black African,Diploma,IT,45,35597,13884.19,4801.03,6902.33,6208.01,3596.59,6182.66,37978.22,17.44,Low Risk
35,Female,Black African,Diploma,IT,40,37655,12418.77,5196.06,6784.83,4445.49,8109.58,6035.39,34880.54,11.81,Very Low Risk
24,Male,Black African,High School,Construction,40,8057,2524.61,862.75,1359.7,2304.02,1505.88,1518.22,8569.3,28.6,Moderate Risk
31,Female,Black African,Master's,IT,30,46084,14292.92,4754.83,8688.81,24861.89,3217.83,7438.66,60037.11,53.95,Critical Risk
27,Male,Black African,High School,Mining,50,27030,10392.11,3254.6,4548.19,10133.5,3926.25,4878.41,33206.81,37.49,Critical Risk
22,Female,Black African,High School,IT,30,25157,9015.13,3564.86,4089.82,8995.84,4696.4,4642.05,30307.69,35.76,Critical Risk
28,Female,Black African,High School,Education,40,11942,4029.76,1330.55,1843.72,5005.87,1828.93,2133.94,14343.85,41.92,Critical Risk
29,Female,Black African,High School,IT,40,14756,4929.78,1900.4,2854.29,4389.21,1266.08,2470.26,16543.94,29.75,Moderate Risk
32,Male,Black African,High School,Finance,40,26938,9553.26,2944.92,4905.94,13950.09,2118.55,5264.49,36618.71,51.79,Critical Risk
35,Male,Black African,Diploma,IT,30,16953,5547.02,2248.81,2944.25,3874.44,4171.02,3350.82,17965.34,22.85,Moderate Risk
29,Male,Coloured,High School,Finance,30,23557,7113.25,2583.36,4292.31,5428.82,2264.57,4505.74,23923.49,23.05,Moderate Risk
24,Female,Black African,Diploma,Finance,40,11213,3829.28,1323.74,1772.36,2017.78,653.12,2123.48,11066.63,17.99,Low Risk
35,Male,Black African,High School,Finance,20,17350,6724.99,2362.79,2625.78,1695.73,2352.33,3022.75,16432.03,9.77,Very Low Risk
31,Male,Black African,PhD,Mining,30,30827,11723.57,4075.67,5865.14,7048.91,6777.49,4974.79,33688.08,22.87,Moderate Risk
22,Male,Black African,High School,Retail,40,6658,2604.34,810.85,1299.49,3376.84,1221.39,1005.96,9097.49,50.72,Critical Risk
30,Female,White,Diploma,Healthcare,40,9657,3538.64,1135.73,1497.04,4641.49,919.65,1852.28,12665.18,48.06,Critical Risk
34,Male,White,Bachelor's,Construction,40,12744,3886.69,1842.03,2182.75,7025.58,1680.5,2387.66,17324.71,55.13,Critical Risk
27,Male,Black African,High School,Construction,20,5020,1740.22,539.02,980.06,1870.6,847.08,833.56,5963.47,37.26,High Risk
32,Male,Black African,High School,Education,45,6431,1942.96,796.25,1225.2,1066.91,1115.59,1086.74,6118.06,16.59,Low Risk
30,Female,Black African,High School,Education,30,5627,2233.77,702.5,957.46,1141.27,1031.21,902.83,5937.84,20.28,Moderate Risk
28,Female,Black African,High School,IT,20,29428,10832.84,3433.55,4554.54,5059.6,5559.67,5319.19,29199.72,17.19,Low Risk
22,Female,Black African,High School,Healthcare,40,21368,6445.08,3058.31,3550.23,1725.99,1362.92,3607.36,18386.96,8.08,Very Low Risk
33,Female,Black African,Diploma,Retail,40,6061,2401.65,608.84,1155.34,1959.47,449.16,1026.28,7151.58,32.33,High Risk
33,Female,Black African,Diploma,Finance,45,23786,8022.92,3377.78,3848.87,10564.92,2093.32,4079.74,29894.24,44.42,Critical Risk
22,Male,Black African,Diploma,Finance,30,17253,5433.05,1937.12,3390.74,7787.67,1763.79,3170.09,21718.67,45.14,Critical Risk
27,Female,Black African,High School,Construction,40,9720,3623.82,979.37,1635.02,4605.52,1183.36,1846.49,12690.23,47.38,Critical Risk
26,Male,Black African,Bachelor's,Finance,30,30880,9735.77,3887.34,5948.63,3395.99,6106.91,5014.68,27982.42,11.0,Very Low Risk
30,Male,Black African,High School,Construction,30,9933,3200.11,1127.0,1701.88,2706.38,1843.38,1595.27,10330.63,27.25,Moderate Risk
23,Female,Black African,High School,Finance,40,11282,3483.29,1379.95,1992.93,4690.47,2748.84,1924.46,13471.1,41.57,High Risk
29,Male,White,High School,IT,45,29465,10907.35,3407.77,5592.95,3945.29,4674.04,5214.08,29067.43,13.39,Very Low Risk
32,Male,Black African,High School,Retail,40,3082,990.03,355.44,510.91,1013.58,355.19,554.55,3424.51,32.89,High Risk
26,Male,Black African,Diploma,Construction,40,6623,2527.19,909.55,997.06,1568.47,1202.31,1060.16,7062.44,23.68,Moderate Risk
23,Female,Indian/Asian,Diploma,Retail,50,8204,2969.91,1154.31,1301.99,2752.83,1280.59,1540.72,9719.76,33.55,High Risk
34,Male,Coloured,Diploma,Construction,20,18227,6177.98,2489.74,3076.41,10239.76,2184.17,2874.5,24858.4,56.18,Critical Risk
31,Female,Black African,Diploma,Construction,40,15426,6127.28,1951.44,3051.0,5872.03,1188.23,2833.15,19834.91,38.07,Critical Risk
32,Female,Black African,Master's,Retail,40,10875,3477.12,1428.92,2135.29,4414.18,839.54,2011.17,13466.68,40.59,Critical Risk
32,Female,Black African,Diploma,Healthcare,40,26598,10005.2,3956.29,5265.49,1871.22,3065.41,4105.1,25203.3,7.04,Very Low Risk
33,Male,Black African,Diploma,Education,30,10296,3246.52,1178.11,1999.07,3648.53,1359.78,1547.39,11619.61,35.44,High Risk
27,Female,White,High School,Construction,30,4767,1536.39,498.35,896.27,600.92,1113.38,757.87,4289.8,12.61,Very Low Risk
31,Male,Black African,High School,Finance,50,14167,4431.81,1937.63,2135.45,6370.93,1895.41,2647.69,17523.51,44.97,Critical Risk
29,Male,Black African,Diploma,Mining,50,30614,12048.65,3566.95,5267.81,12792.68,4163.29,5137.85,38813.94,41.79,Critical Risk
25,Male,Black African,High School,Education,30,8374,2909.66,981.04,1661.14,1149.36,1347.65,1574.44,8275.64,13.73,Very Low Risk
23,Female,Black African,Diploma,Retail,20,5154,1977.88,758.05,801.73,1222.26,718.09,990.55,5750.47,23.71,Moderate Risk
33,Male,Black African,High School,Healthcare,30,8256,2523.21,938.55,1539.62,3267.51,1075.1,1499.05,9767.93,39.58,High Risk
32,Male,Black African,Bachelor's,IT,45,26881,9634.3,2719.99,5030.02,6441.65,5777.62,4354.19,28180.16,23.96,Moderate Risk
26,Male,Black African,PhD,Finance,30,15596,5381.49,1624.31,2506.61,2596.39,2706.44,2952.85,15061.64,16.65,Low Risk
33,Male,Black African,High School,Healthcare,30,8096,3228.17,1127.09,1590.18,1234.09,1406.44,1276.1,8455.63,15.24,Low Risk
23,Female,Black African,Bachelor's,Education,45,18305,6943.18,2586.25,2942.15,5751.93,2277.5,3650.05,21873.56,31.42,High Risk
23,Female,Black African,Bachelor's,Mining,45,35369,13891.84,4326.94,6974.13,8827.37,4633.57,6607.32,40627.59,24.96,Moderate Risk
27,Female,Black African,PhD,Mining,40,30426,10571.23,3372.98,5477.65,7029.41,5024.89,4807.03,31258.3,23.1,Moderate Risk
32,Male,Black African,High School,IT,30,26903,10252.17,3704.85,4046.5,15762.76,1503.1,4475.79,38242.06,58.59,Critical Risk
31,Male,Black African,Bachelor's,Retail,45,8271,2653.26,888.67,1493.55,2763.09,1334.27,1360.65,9159.22,33.41,High Risk
30,Female,Black African,High School,Retail,40,5336,1975.23,569.58,948.57,1805.25,269.48,998.98,6297.61,33.83,High Risk
34,Male,Coloured,Diploma,Healthcare,40,33907,13462.29,3531.76,6197.9,16887.43,8297.77,6719.79,46799.18,49.81,Critical Risk
25,Female,Black African,Bachelor's,Construction,30,17149,6191.88,1779.6,3020.91,5680.81,3500.79,2605.98,19279.17,33.13,High Risk
27,Male,Indian/Asian,Bachelor's,Education,40,12946,3912.45,1589.18,2326.69,917.91,1785.64,2156.06,10902.31,7.09,Very Low Risk
28,Female,Black African,High School,Healthcare,40,16963,5674.41,1876.25,3046.68,8109.47,2259.53,2941.68,21648.49,47.81,Critical Risk
34,Male,Black African,Bachelor's,Education,30,26230,9432.79,2973.27,5021.72,11823.98,5455.44,4581.99,33833.75,45.08,Critical Risk
32,Male,Black African,Diploma,Retail,45,3839,1196.22,486.78,702.74,1037.84,780.33,731.0,4154.56,27.03,Moderate Risk
27,Female,Black African,High School,Retail,45,4264,1450.52,522.28,698.31,359.86,510.31,739.74,3770.7,8.44,Very Low Risk
29,Female,White,Diploma,Healthcare,45,22919,7909.2,2614.8,3493.81,3013.39,3920.82,4464.57,21495.78,13.15,Very Low Risk
25,Male,Black African,Bachelor's,Finance,40,9531,3697.54,1416.06,1622.0,5293.47,2201.49,1705.4,13734.47,55.54,Critical Risk
33,Female,Black African,Master's,Education,50,30862,11019.09,3309.31,5638.72,12268.38,7399.83,5210.57,37446.08,39.75,Critical Risk
22,Female,Black African,Bachelor's,Education,40,35203,12488.66,4606.87,5676.1,17276.39,8237.05,5427.33,45475.35,49.08,Critical Risk
28,Male,Coloured,High School,Mining,40,26975,9077.83,3927.24,5357.93,4119.43,1800.85,4814.87,27297.29,15.27,Low Risk
24,Male,Black African,High School,Mining,45,22969,7772.67,2337.12,4579.67,7613.61,4122.58,3968.18,26271.25,33.15,High Risk
35,Male,Black African,High School,IT,30,19633,6995.96,2589.58,3392.35,6755.44,1911.24,3584.62,23317.94,34.41,High Risk
27,Male,Black African,High School,Mining,40,25398,8034.67,3619.61,5033.12,6309.04,4203.42,4323.12,27319.56,24.84,Moderate Risk
23,Female,Black African,High School,Education,45,17456,6054.81,1782.1,3267.87,5333.35,993.31,3025.6,19463.73,30.55,High Risk
30,Male,Black African,High School,Construction,40,11025,3866.9,1496.74,2015.44,3948.3,2462.73,2031.26,13358.64,35.81,Critical Risk
22,Male,Black African,High School,Healthcare,30,15153,5586.51,2108.94,2848.15,1282.23,3128.6,2995.24,14821.07,8.46,Very Low Risk
27,Male,Coloured,Bachelor's,Finance,50,54014,19417.16,5583.62,9944.39,20546.29,5635.2,9944.4,65435.86,38.04,Critical Risk
27,Female,Coloured,Diploma,Healthcare,20,10192,3390.96,1043.83,1951.23,803.07,1712.14,1777.93,8967.02,7.88,Very Low Risk
26,Male,Black African,Bachelor's,Retail,30,5435,1918.94,675.12,821.49,2889.42,1325.15,1038.09,7343.06,53.16,Critical Risk
34,Male,Black African,High School,Education,45,4768,1439.72,645.87,930.17,1375.62,1148.49,787.87,5179.24,28.85,Moderate Risk
26,Male,Black African,Diploma,Retail,45,10197,3759.94,1221.99,1653.15,3239.31,1956.99,1860.17,11734.57,31.77,High Risk
22,Female,Black African,High School,Education,40,16818,5436.08,2373.87,2982.22,3456.34,1648.32,2753.22,17001.73,20.55,Moderate Risk
31,Male,Black African,Diploma,Mining,40,34831,13349.82,4926.47,6713.17,20379.54,5969.0,6098.86,51467.86,58.51,Critical Risk
33,Female,White,Diploma,Finance,45,19733,7347.37,2131.18,3287.95,4495.71,2876.29,3181.91,20444.12,22.78,Moderate Risk
26,Male,Coloured,Diploma,Education,45,11902,3760.77,1232.44,2372.76,3255.45,2159.63,1881.77,12503.19,27.35,Moderate Risk
23,Male,Black African,Bachelor's,IT,50,56205,18671.35,6494.76,8965.47,18733.65,12815.79,10014.22,62879.44,33.33,High Risk
28,Female,Coloured,Master's,Healthcare,40,33444,12533.43,3669.42,5369.29,14627.36,6497.52,5163.52,41363.03,43.74,Critical Risk
24,Male,White,Diploma,IT,30,26707,9894.56,3740.09,4682.51,6095.15,1406.02,4534.31,28946.61,22.82,Moderate Risk
34,Female,Black African,High School,IT,20,29585,10468.35,3746.73,4551.93,17223.88,3929.49,5782.12,41773.02,58.22,Critical Risk
25,Female,Black African,Master's,IT,40,53801,17725.98,7155.08,8113.4,15447.28,3655.22,10007.84,58449.58,28.71,Moderate Risk
24,Female,Black African,Bachelor's,IT,45,14780,5206.09,2038.11,2708.34,2823.92,917.34,2319.36,15095.81,19.11,Low Risk
24,Female,Black African,Diploma,Healthcare,20,22919,9148.08,3283.55,3964.91,5238.39,2013.07,4241.89,25876.81,22.86,Moderate Risk
25,Male,Black African,Bachelor's,Retail,40,6834,2325.65,879.92,1267.94,3355.11,1551.64,1095.71,8924.33,49.09,Critical Risk
26,Male,Black African,High School,Healthcare,20,19970,7039.42,2594.65,3949.62,6445.95,4254.96,3776.07,23805.71,32.28,High Risk
22,Female,Black African,High School,Retail,40,6165,2344.43,824.66,1215.45,1788.54,983.97,1119.79,7292.87,29.01,Moderate Risk
25,Female,Black African,High School,Retail,40,3956,1197.95,519.22,741.39,257.45,859.57,687.66,3403.67,6.51,Very Low Risk
33,Female,Black African,High School,Healthcare,50,6517,2552.73,943.86,1118.12,3406.78,1499.36,1056.49,9077.98,52.28,Critical Risk
33,Male,Black African,Diploma,Healthcare,40,7649,2943.14,793.89,1321.53,3111.22,514.41,1323.87,9493.66,40.67,Critical Risk
32,Male,White,High School,Healthcare,40,15281,5423.22,1749.98,2644.98,8674.56,3527.25,2663.18,21155.93,56.77,Critical Risk
29,Female,Black African,Bachelor's,Education,40,26368,9322.24,2673.07,5086.62,2487.79,1435.37,4951.79,24521.51,9.43,Very Low Risk
31,Male,Black African,Diploma,Retail,30,8806,3445.54,1263.33,1680.38,4210.46,1922.73,1519.08,12118.79,47.81,Critical Risk
28,Male,White,High School,Healthcare,30,17767,6583.26,2215.73,3292.01,7841.0,2935.99,3084.37,23016.35,44.13,Critical Risk
30,Male,Indian/Asian,High School,Finance,30,17061,6424.6,2412.01,3116.02,5830.19,937.25,3294.44,21077.25,34.17,Critical Risk
26,Female,Black African,Diploma,Mining,30,9451,3052.4,1221.62,1549.78,1411.25,1157.7,1851.77,9086.83,14.93,Very Low Risk
34,Male,Indian/Asian,High School,Mining,30,9585,2884.93,1012.15,1689.9,757.28,674.79,1753.51,8097.77,7.9,Very Low Risk
31,Female,Black African,Bachelor's,Finance,40,19128,6578.84,1986.63,3193.83,5047.28,2943.76,3030.17,19836.75,26.39,Moderate Risk
25,Male,Black African,Bachelor's,Mining,30,45863,14255.68,4676.47,8203.59,22074.21,6034.64,7347.36,56557.3,48.13,Critical Risk
29,Female,Black African,Diploma,Retail,30,6084,2077.8,694.96,1190.93,1516.24,529.04,1111.85,6591.78,24.92,Moderate Risk
30,Female,Black African,High School,Healthcare,30,21890,7949.39,3200.36,3887.74,10861.58,4618.81,3876.31,29775.38,49.62,Critical Risk
34,Male,Black African,Bachelor's,Healthcare,30,13028,4696.84,1791.41,2604.1,7282.26,2121.37,2508.23,18882.85,55.9,Critical Risk
28,Female,Black African,High School,Construction,30,10434,3849.7,1204.32,1825.57,2690.69,2125.49,1984.96,11555.24,25.79,Moderate Risk
35,Male,Black African,High School,Education,45,21715,6821.88,2559.35,3442.97,6302.76,2670.09,4260.48,23387.45,29.02,Moderate Risk
28,Male,Black African,Diploma,Healthcare,30,19810,6425.56,2552.76,3941.7,3649.26,2941.26,3095.42,19664.71,18.42,Low Risk
26,Female,Black African,Master's,Finance,30,25550,9445.33,3674.26,4049.95,6356.9,2525.8,4302.3,27828.74,24.88,Moderate Risk
25,Male,Black African,High School,Finance,30,30729,9784.21,4245.74,5495.31,8654.95,1570.64,4859.11,33039.33,28.17,Moderate Risk
35,Male,Black African,Master's,Retail,45,10218,3285.66,1473.33,1903.85,5654.73,2451.45,1811.5,14129.08,55.34,Critical Risk
